,username,headline,interests,about_me_text,About,City,Details,Ethnicity,Intent,Education,Personality,Profession,I am Seeking a,For,Needs Test,Chemistry,Do you drink?,Do you want children?,Marital Status,Do you do drugs?,Hair Color,Eye Color,Do you have a car?,Do you have children?,Longest Relationship,How ambitious are you?,Pets,Second Language,Age,Gender,Zodiac Sign
match_548,MarkFromNYC,Is there anything to eat in Austin besides tacos?,"['Music', 'Technology', 'Documentaries']","New York native, relocated to Austin after a stop in San Francisco.I have a dry sense of humor. I love movies, games, pop culture etc. into most sports, Football, Baseball, MMA, Basketball blahblabblah....Terrible dancer but I try.I’ve been a security professional for about 20 years. I work nights so if you get a message from me at 3am that’s why.My heroes are Judge Harry from Night Court and Kermit The Frog.I perform stand up and improv comedy as a hobby, but it’s been a while. I used to host a podcast. I have a lot of tattoos but they can all hide under a business suit.I‘ve been a Human Canvas on InkMaster twice. I have 2 rescue dogs and a fat cat. If they don’t like you, that’s their problem.",Non-Smoker with Thin body type," Austin, Texas ","45 year old Male, 6' 0"" (183cm), Non-religious",Hispanic,MarkFromNYC is looking for a relationship.,Bachelors Degree,Geek,Supervisor,Woman,Dating,Not Completed,View his chemistry results,Socially,Undecided/Open,Single,No,Red,Brown,Yes,No,Over 10 years,Ambitious,Cat & Dog,,45,M,Virgo
match_55,Welld7197,What you see is what you get....,"['Traveling', 'Music', 'Movies']","Straight up don’t have time for stupid a$$ games. We all are attracted to different kinds of people, some of us are more shallow than others, don’t be afraid to admit it. I’m not going to lie to you so don’t lie to me. I’m the person that will have your back if I feel you have mine. I’m not a kid so don’t talk at me or to me like I am one. I listen to all types of music, so there is no specific genre, I listen to what I feel like listening to and sometimes I like to listen to it loud. I like going to concerts and getting out of the house , at the same time I also like to relax and chill at the house wit a good movie. I like to go to the gym. That being said you will notice there are no pics of me at the gym cause well I’m not going to be that person. This being said look no filters of any kind. I like going and getting tattoos, if that’s not your thing that’s fine to you do you but don’t judge me for being me. I do have 2 children that live out of state. I do like to cook and grill out and all that good stuff. I like to read a good book on occasion. I know I’m not for everyone so if you want or just curious drop a line if not move on. I’m an open book ask me anything.",Non-Smoker with Athletic body type," San antonio, Texas ","42 year old Male, 6' 3"" (191cm), Christian - other",Caucasian,Welld7197 is looking for a relationship.,Some college,Chef,Electrical,Woman,Dating,Not Completed,View his chemistry results,Socially,Prefer Not To Say,Single,No,Brown,Hazel,Yes,Yes,Over 6 years,Ambitious,Dog,,42,M,Virgo
match_56,sandy95hd1,Love Austin!,"['Creek hiking', 'Live music', 'Adventure']","Kids are my world, duh... I'm a foodie, hello... I like outdoors and water, hey, we are in Austin. From Myrtle Beach, SC. I learn something new to love about Austin every week. Totally looking for someone to hang out with and get to know so if you're down then hit me up. So much to do here and it would be so much more fun with a partner! Blunt inappropriate laugher and people watcher! I am not upgraded...",Non-Smoker with A Few Extra Pounds body type," Bee cave, Texas ","55 year old Male, 6' 1"" (185cm), Non-religious",Caucasian,sandy95hd1 is looking for a relationship.,Some college,Beach Bum,Engineer,Woman,Long Term,Viewhis relationship needs,View his chemistry results,Socially,Does not want children,Divorced,No,Mixed Color,Hazel,Yes,All my kids are over 18,Over 10 years,Ambitious,No Pets,,55,M,Virgo
match_57,cooker45,Looking for someone to go on adventures with!,"['Cooking', 'Music', 'Road trips']","I'm Ed and I recently got out of the army and moved to Austin TX to start culinary arts school. I'm very adventurous and I'm always looking for a new adventure to go on. Cooking is my favorite hobby, so if you're down to try some new food I'm your guy. Message me to find out more and we could hit it up.",Non-Smoker with A Few Extra Pounds body type," Austin, Texas ","36 year old Male, 5' 9"" (175cm), Non-religious",Caucasian,cooker45 is looking for a relationship.,Some college,Chef,student,Woman,Dating,Viewhis relationship needs,View his chemistry results,Socially,Want children,Single,No,Black,Brown,Yes,No,Over 2 years,Very Ambitious,Cat,,36,M,Libra
match_58,smackpapi2017,Country Boy stuck in a city boy body,"['Love being out doors', 'Fishing', 'Hunting']","Im just looking for an upfrot, dwn to earth, fun, funny and genuinely interesting person.. im laid back and easy going.. love the outdoors.. they say im a countryboy in a cityboy body.. jus 1ofakind ... love hanging out with my kids and the 1s i call family.. anything else jus ask..",Non-Smoker with Average body type," Round rock, Texas ","41 year old Male, 5' 9"" (175cm), Other",Hispanic,smackpapi2017 wants to date but nothing serious.,Some University,Adventurer,Transportation,Woman,Hang Out,Not Completed,View his chemistry results,Socially,Undecided/Open,Single,No,Bald,Brown,Yes,Yes,Over 4 years,Very Ambitious,No Pets,,41,M,Libra
match_59,bestNickever,I'm a poet and I didn't even realize it!,"['Tools', 'Cars', 'RC Stuff']","Hello, my name is Nick and this is my first time using a dating app. I work and I go to church and I keep it pretty chill otherwise, so I hope this turns out to be a good way to meet someone I like. I don't go out drinking any more but when I did I always loved going out to sing karaoke. I think I really just love the sound of my own voice. I hope to find someone who I can connect with. I've always liked meeting new people but lately I've found that I have less and fewer venues to do so, so here I am. If you want to know more don't hesitate to ask, I'm easy to talk to. Good luck and God bless!",Non-Smoker with Average body type," San antonio, Texas ","40 year old Male, 5' 9"" (175cm), Christian - other",Caucasian,bestNickever is actively seeking a relationship.,Some college,Class Clown,Electrician,Woman,Long Term,Not Completed,View his chemistry results,No,Undecided/Open,Single,No,Brown,Hazel,Yes,No,Over 2 years,Ambitious,No Pets,,40,M,Sagittarius
match_6,beach252525,Let’s try this,None,Will fill this out later,Non-Smoker with Athletic body type," Austin, Texas ","34 year old Male, 5' 11"" (180cm), Non-religious",Caucasian,beach252525 wants to date but nothing serious.,Masters Degree,Beach Bum,Bartender,Woman,Dating,Not Completed,Not Completed,Socially,Prefer Not To Say,Single,No,Brown,Green,Yes,No,Over 4 years,Ambitious,No Pets,,34,M,Capricorn
match_60,SteelHeart69,Talk about life,None,Like working out .... staying in shape..eat healthy...and riding motorcycles on beautiful days,Non-Smoker with Athletic body type," San antonio, Texas ","50 year old Male, 5' 9"" (175cm), Christian - other",Hispanic,SteelHeart69 is actively seeking a relationship.,Some college,Animal Lover,Medical,Woman,Dating,Not Completed,View his chemistry results,No,Does not want children,Single,No,Black,Brown,Yes,Yes,Over 4 years,Very Ambitious,Dog,,50,M,Virgo
match_61,avgguy_1984,Seeing what’s out there,None,Just on here to see what is out there. I always love a great conversation. I hope to meet someone who will put effort and consideration into getting to know one another.,Non-Smoker with Athletic body type," San antonio, Texas ","35 year old Male, 5' 8"" (173cm), Christian - other",Hispanic,avgguy_1984 is looking for a relationship.,Associates Degree,Night Owl,manager,Woman,Dating,Not Completed,Not Completed,Socially,Undecided/Open,Single,No,Brown,Brown,Yes,Yes,Over 3 years,Ambitious,No Pets,,35,M,Capricorn
match_62,Oljl,Life should be an adventure,"['I like staying active', 'Grabing drinks with freinds', 'Sports obviously']","Life is short don't sweat the small stuff, it probably isn't worth it. As long as your a having good time everything will work itself out., and if your not usually it makes for a funny story later anyway. Im always up to try something new, recently got the road trip bug so I'm looking for my next adventure, never know where you might end up. I also like hiking, biking, kayaking, don't mind getting cleaned up n heading out, festivals of all types, day trips, anything as long as there good people around to do it with. Life should be fun shouldn't it?",Non-Smoker with Average body type," Austin, Texas ","36 year old Male, 5' 11"" (180cm), Non-religious",Hispanic,Oljl wants to date but nothing serious.,Some college,Adventurer,Fire fighter,Woman,Friends,Not Completed,View his chemistry results,Socially,Prefer Not To Say,Single,No,Black,Brown,Yes,Yes,Over 6 years,Somewhat Ambitious,No Pets,Spanish,36,M,Gemini
match_63,TheCoffeeCulture,Let's have real conversations,None,"What if, when talking to our friends, co-workers, or even complete strangers, we could skip the small talk, and instead talk about the things that really mattered in life? We don’t have much time these days to scroll through a thousand profiles and maybe saying hi to a handful of them. Take a chance and say: Hi, how are you? this question does go a long way. Talk to me about your life story, not just your Saturday afternoon. Let's discuss aliens, culture, philosophy, romance, marriage ideas. I want to make this positive and not full of ""I don't want"".So, like my profile, say hi, or give me feedback. Maybe there is something you think I should change or write differently to stand out. ?? Like most of you, I am trying to find something specific. I am not big on online dating but with school and work, I thought I would give it a shot. Most of us are here to find someone special. I have a pretty straight forward way of thinking. I may not look it, but at first, I am shy when meeting new people. For the most part, I am a pretty laid-back person. Very blunt, outgoing, and logical. I love coffee and boxer dogs. I am not a drinker and honestly could care less about the bar scene. If you drink, that’s okay.Everyone does their own thing. Now, I have a wide variety of interests these days. A complete hopeless romantic, and the cheesy cuddling, and laying around staring at the stars at night. This doesn’t mean Netflix and chill. There is so much more to me, and I will probably edit this like five times. I consider myself a bit of a nerd but more of a geek. I’m all about random road trips (when I have the time) which I suppose aren’t random. As an adult, it is harder to play hooky. I love watching movies but rarely watch TV shows except for Nat Geo, Science Channel, History channel and anything basically educational.",Non-Smoker with Average body type," Austin, Texas ","36 year old Male, 6' 0"" (183cm), Buddhist",Caucasian,TheCoffeeCulture is actively seeking a relationship.,Associates Degree,Coffee Snob,Tech,Woman,Long Term,Not Completed,View his chemistry results,Socially,Want children,Single,No,Brown,Green,Yes,Yes,Over 4 years,Ambitious,No Pets,,36,M,Cancer
match_64,coondog57,Someone who is serious about a lifelong,"['Outdoors', 'Traveling', 'Music']","I am very easy going and laid-back. I enjoy the thought of spending quality time would that very special lady. I am not a hard man to please. But I take every opportunity and every ounce of my being to please and make happy the special woman that I''m with. Two things in this world that I''m in love with. Besides Jesus Christ, I am in love with babies and old people. I think the biggest reason is because they need you. And it is very uplifting to be needed. I am honest, sincere, committed, and loyal and faithful to one woman. I am very content with being content. Ladies I want to leave a note of Interest concerning my experience on all of the dating sites. If you are a woman who acts like you are still in junior high school and wants to play the field bye keeping a shopping list of men or if you are a scammer, then I have absolutely no interest in hearing from you. These scammers have become very very easy to detect. And the women who seemingly appear to be legit are generally just a bunch of players better keeping a shopping list to potentially and perhaps eventually choose hey man. Personally, I do not believe that the women on these dating sites are really looking for a relationship. I am an honest and sincere man who has an honest and sincere interest and one woman and one woman only. When I meet a woman on one of these dating sites that I have an interest in and it would appear that she has an interest in me oh, I am going to focus all of my efforts and attention towards her. That's just one of my old school values that still mean something to me today. But as I said. I am not in the least bit interested and being on any woman's shopping list and I will not play the game. And also as I mentioned. The scammers have become so easy to identify that I generally do not even respond. But on the other hand. If there is such a woman out there on these dating sites that truly has a honest and sincere interest and having one good man in her life oh, that I would like very much to hear from you. Otherwise, you can pass me right on by. Is there any woman out on any of these dating sites that really wants a relationship?",Non-Smoker with Average body type," Austin, Texas ","58 year old Male, 5' 8"" (173cm), Christian - other",Caucasian,coondog57 is actively seeking a relationship.,High school,Adventurer,Service Industry,Woman,Long Term,Not Completed,Not Completed,No,Undecided/Open,Divorced,No,Blond(e),Blue,Yes,Yes,Over 10 years,Ambitious,Cat & Dog,,58,M,Taurus
